id,rank,title,fullTitle,year,image,crew,imDbRating,imDbRatingCount,cast,cast_link,nepos,pct_nepo
tt4633694,66,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (2018),2018,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UX128_CR0,12,128,176_AL_.jpg","Bob Persichetti (dir.), Shameik Moore, Jake Johnson",8.3,529028,Lily Tomlin,/wiki/Lily_Tomlin,False,0.09090909090909091
tt4633694,66,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (2018),2018,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UX128_CR0,12,128,176_AL_.jpg","Bob Persichetti (dir.), Shameik Moore, Jake Johnson",8.3,529028,Luna Lauren Vélez,/wiki/Lauren_V%C3%A9lez,False,0.09090909090909091
tt4633694,66,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (2018),2018,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UX128_CR0,12,128,176_AL_.jpg","Bob Persichetti (dir.), Shameik Moore, Jake Johnson",8.3,529028,John Mulaney,/wiki/John_Mulaney,False,0.09090909090909091
tt4633694,66,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (2018),2018,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UX128_CR0,12,128,176_AL_.jpg","Bob Persichetti (dir.), Shameik Moore, Jake Johnson",8.3,529028,Kimiko Glenn,/wiki/Kimiko_Glenn,False,0.09090909090909091
tt4633694,66,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (2018),2018,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UX128_CR0,12,128,176_AL_.jpg","Bob Persichetti (dir.), Shameik Moore, Jake Johnson",8.3,529028,Nicolas Cage,/wiki/Nicolas_Cage,False,0.09090909090909091
tt4633694,66,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (2018),2018,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UX128_CR0,12,128,176_AL_.jpg","Bob Persichetti (dir.), Shameik Moore, Jake Johnson",8.3,529028,Liev Schreiber,/wiki/Liev_Schreiber,False,0.09090909090909091
tt0169547,67,American Beauty,American Beauty (1999),1999,"https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,12,128,176_AL_.jpg","Sam Mendes (dir.), Kevin Spacey, Annette Bening",8.3,1155304,Kevin Spacey,/wiki/Kevin_Spacey,False,0.125
tt0169547,67,American Beauty,American Beauty (1999),1999,"https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,12,128,176_AL_.jpg","Sam Mendes (dir.), Kevin Spacey, Annette Bening",8.3,1155304,Annette Bening,/wiki/Annette_Bening,False,0.125
tt0169547,67,American Beauty,American Beauty (1999),1999,"https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,12,128,176_AL_.jpg","Sam Mendes (dir.), Kevin Spacey, Annette Bening",8.3,1155304,Thora Birch,/wiki/Thora_Birch,['https://en.wikipedia.org/wiki/Carol_Connors_(actress)'],0.125
tt0169547,67,American Beauty,American Beauty (1999),1999,"https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,12,128,176_AL_.jpg","Sam Mendes (dir.), Kevin Spacey, Annette Bening",8.3,1155304,Mena Suvari,/wiki/Mena_Suvari,False,0.125
tt0169547,67,American Beauty,American Beauty (1999),1999,"https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,12,128,176_AL_.jpg","Sam Mendes (dir.), Kevin Spacey, Annette Bening",8.3,1155304,Wes Bentley,/wiki/Wes_Bentley,False,0.125
tt0169547,67,American Beauty,American Beauty (1999),1999,"https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,12,128,176_AL_.jpg","Sam Mendes (dir.), Kevin Spacey, Annette Bening",8.3,1155304,Allison Janney,/wiki/Allison_Janney,False,0.125
tt0169547,67,American Beauty,American Beauty (1999),1999,"https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,12,128,176_AL_.jpg","Sam Mendes (dir.), Kevin Spacey, Annette Bening",8.3,1155304,Peter Gallagher,/wiki/Peter_Gallagher,False,0.125
tt0169547,67,American Beauty,American Beauty (1999),1999,"https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,12,128,176_AL_.jpg","Sam Mendes (dir.), Kevin Spacey, Annette Bening",8.3,1155304,Chris Cooper,/wiki/Chris_Cooper,False,0.125
tt0057012,68,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964,"https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,12,128,176_AL_.jpg","Stanley Kubrick (dir.), Peter Sellers, George C. Scott",8.3,492255,Peter Sellers,/wiki/Peter_Sellers,False,0.3333333333333333
tt0057012,68,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964,"https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,12,128,176_AL_.jpg","Stanley Kubrick (dir.), Peter Sellers, George C. Scott",8.3,492255,George C. Scott,/wiki/George_C._Scott,False,0.3333333333333333
tt0057012,68,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964,"https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,12,128,176_AL_.jpg","Stanley Kubrick (dir.), Peter Sellers, George C. Scott",8.3,492255,Sterling Hayden,/wiki/Sterling_Hayden,False,0.3333333333333333
tt0057012,68,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964,"https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,12,128,176_AL_.jpg","Stanley Kubrick (dir.), Peter Sellers, George C. Scott",8.3,492255,Keenan Wynn,/wiki/Keenan_Wynn,"['https://en.wikipedia.org/wiki/Ed_Wynn', 'https://en.wikipedia.org/wiki/Hilda_Keenan']",0.3333333333333333
tt0057012,68,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964,"https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,12,128,176_AL_.jpg","Stanley Kubrick (dir.), Peter Sellers, George C. Scott",8.3,492255,Slim Pickens,/wiki/Slim_Pickens,False,0.3333333333333333
tt0057012,68,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964,"https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,12,128,176_AL_.jpg","Stanley Kubrick (dir.), Peter Sellers, George C. Scott",8.3,492255,Tracy Reed,/wiki/Tracy_Reed_(English_actress),"['https://en.wikipedia.org/wiki/Anthony_Pelissier', 'https://en.wikipedia.org/wiki/Penelope_Dudley-Ward']",0.3333333333333333
tt1345836,69,The Dark Knight Rises,The Dark Knight Rises (2012),2012,"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX128_CR0,12,128,176_AL_.jpg","Christopher Nolan (dir.), Christian Bale, Tom Hardy",8.3,1703133,Christian Bale,/wiki/Christian_Bale,['https://en.wikipedia.org/wiki/David_Bale'],0.375
tt1345836,69,The Dark Knight Rises,The Dark Knight Rises (2012),2012,"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX128_CR0,12,128,176_AL_.jpg","Christopher Nolan (dir.), Christian Bale, Tom Hardy",8.3,1703133,Michael Caine,/wiki/Michael_Caine,False,0.375
tt1345836,69,The Dark Knight Rises,The Dark Knight Rises (2012),2012,"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX128_CR0,12,128,176_AL_.jpg","Christopher Nolan (dir.), Christian Bale, Tom Hardy",8.3,1703133,Gary Oldman,/wiki/Gary_Oldman,False,0.375
tt1345836,69,The Dark Knight Rises,The Dark Knight Rises (2012),2012,"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX128_CR0,12,128,176_AL_.jpg","Christopher Nolan (dir.), Christian Bale, Tom Hardy",8.3,1703133,Anne Hathaway,/wiki/Anne_Hathaway,False,0.375
tt1345836,69,The Dark Knight Rises,The Dark Knight Rises (2012),2012,"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX128_CR0,12,128,176_AL_.jpg","Christopher Nolan (dir.), Christian Bale, Tom Hardy",8.3,1703133,Tom Hardy,/wiki/Tom_Hardy,['https://en.wikipedia.org/wiki/Chips_Hardy'],0.375
tt1345836,69,The Dark Knight Rises,The Dark Knight Rises (2012),2012,"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX128_CR0,12,128,176_AL_.jpg","Christopher Nolan (dir.), Christian Bale, Tom Hardy",8.3,1703133,Marion Cotillard,/wiki/Marion_Cotillard,False,0.375
tt1345836,69,The Dark Knight Rises,The Dark Knight Rises (2012),2012,"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX128_CR0,12,128,176_AL_.jpg","Christopher Nolan (dir.), Christian Bale, Tom Hardy",8.3,1703133,Joseph Gordon-Levitt,/wiki/Joseph_Gordon-Levitt,['https://en.wikipedia.org/wiki/Michael_Gordon_(film_director)'],0.375
tt1345836,69,The Dark Knight Rises,The Dark Knight Rises (2012),2012,"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX128_CR0,12,128,176_AL_.jpg","Christopher Nolan (dir.), Christian Bale, Tom Hardy",8.3,1703133,Morgan Freeman,/wiki/Morgan_Freeman,False,0.375
tt0364569,70,Oldboy,Oldboy (2003),2003,"https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_UX128_CR0,12,128,176_AL_.jpg","Park Chan-wook (dir.), Choi Min-sik, Yoo Ji-tae",8.3,580382,Choi Min-sik,/wiki/Choi_Min-sik,False,
tt0364569,70,Oldboy,Oldboy (2003),2003,"https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_UX128_CR0,12,128,176_AL_.jpg","Park Chan-wook (dir.), Choi Min-sik, Yoo Ji-tae",8.3,580382,Yoo Ji-tae,/wiki/Yoo_Ji-tae,False,
tt0364569,70,Oldboy,Oldboy (2003),2003,"https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_UX128_CR0,12,128,176_AL_.jpg","Park Chan-wook (dir.), Choi Min-sik, Yoo Ji-tae",8.3,580382,Kang Hye-jung,/wiki/Kang_Hye-jung,False,
tt0086879,71,Amadeus,Amadeus (1984),1984,"https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Milos Forman (dir.), F. Murray Abraham, Tom Hulce",8.3,402375,F. Murray Abraham,/wiki/F._Murray_Abraham,False,
tt0086879,71,Amadeus,Amadeus (1984),1984,"https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Milos Forman (dir.), F. Murray Abraham, Tom Hulce",8.3,402375,Tom Hulce,/wiki/Tom_Hulce,False,
tt0086879,71,Amadeus,Amadeus (1984),1984,"https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Milos Forman (dir.), F. Murray Abraham, Tom Hulce",8.3,402375,Elizabeth Berridge,/wiki/Elizabeth_Berridge_(actress),False,
tt0086879,71,Amadeus,Amadeus (1984),1984,"https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Milos Forman (dir.), F. Murray Abraham, Tom Hulce",8.3,402375,Simon Callow,/wiki/Simon_Callow,False,
tt0086879,71,Amadeus,Amadeus (1984),1984,"https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Milos Forman (dir.), F. Murray Abraham, Tom Hulce",8.3,402375,Roy Dotrice,/wiki/Roy_Dotrice,False,
tt0086879,71,Amadeus,Amadeus (1984),1984,"https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Milos Forman (dir.), F. Murray Abraham, Tom Hulce",8.3,402375,Christine Ebersole,/wiki/Christine_Ebersole,False,
tt0086879,71,Amadeus,Amadeus (1984),1984,"https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Milos Forman (dir.), F. Murray Abraham, Tom Hulce",8.3,402375,Jeffrey Jones,/wiki/Jeffrey_Jones,False,
tt0086879,71,Amadeus,Amadeus (1984),1984,"https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Milos Forman (dir.), F. Murray Abraham, Tom Hulce",8.3,402375,Charles Kay,/wiki/Charles_Kay,False,
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Brad Pitt,/wiki/Brad_Pitt,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Christoph Waltz,/wiki/Christoph_Waltz,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Michael Fassbender,/wiki/Michael_Fassbender,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Eli Roth,/wiki/Eli_Roth,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Diane Kruger,/wiki/Diane_Kruger,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Daniel Brühl,/wiki/Daniel_Br%C3%BChl,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Til Schweiger,/wiki/Til_Schweiger,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Mélanie Laurent,/wiki/M%C3%A9lanie_Laurent,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,B. J. Novak,/wiki/B._J._Novak,['https://en.wikipedia.org/wiki/William_Novak'],0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,August Diehl,/wiki/August_Diehl,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Julie Dreyfus,/wiki/Julie_Dreyfus,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Sylvester Groth,/wiki/Sylvester_Groth,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Jacky Ido,/wiki/Jacky_Ido,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Denis Menochet,/wiki/Denis_Menochet,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Mike Myers,/wiki/Mike_Myers,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Rod Taylor,/wiki/Rod_Taylor,False,0.058823529411764705
tt0361748,72,Inglourious Basterds,Inglourious Basterds (2009),2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,12,128,176_AL_.jpg","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.3,1447299,Martin Wuttke,/wiki/Martin_Wuttke,False,0.058823529411764705
tt7286456,73,Joker,Joker (2019),2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,12,128,176_AL_.jpg","Todd Phillips (dir.), Joaquin Phoenix, Robert De Niro",8.3,1280578,Joaquin Phoenix,/wiki/Joaquin_Phoenix,['https://en.wikipedia.org/wiki/Arlyn_Phoenix'],0.5
tt7286456,73,Joker,Joker (2019),2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,12,128,176_AL_.jpg","Todd Phillips (dir.), Joaquin Phoenix, Robert De Niro",8.3,1280578,Robert De Niro,/wiki/Robert_De_Niro,"['https://en.wikipedia.orgmw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist""><ul><li><a href=""/wiki/Robert_De_Niro_Sr.', 'https://en.wikipedia.org/wiki/Virginia_Admiral']",0.5
tt7286456,73,Joker,Joker (2019),2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,12,128,176_AL_.jpg","Todd Phillips (dir.), Joaquin Phoenix, Robert De Niro",8.3,1280578,Zazie Beetz,/wiki/Zazie_Beetz,False,0.5
tt7286456,73,Joker,Joker (2019),2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,12,128,176_AL_.jpg","Todd Phillips (dir.), Joaquin Phoenix, Robert De Niro",8.3,1280578,Frances Conroy,/wiki/Frances_Conroy,False,0.5
tt2380307,74,Coco,Coco (2017),2017,"https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_UX128_CR0,12,128,176_AL_.jpg","Lee Unkrich (dir.), Anthony Gonzalez, Gael García Bernal",8.3,508330,Anthony Gonzalez,/wiki/Anthony_Gonzalez_(actor),False,0.14285714285714285
