,year,attendee,source,nepo
147,2021,Kim Petras,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
148,2021,Kit Harrington,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
149,2021,Rose Leslie,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
150,2021,Mj Rodriguez,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
151,2021,Samantha Barry,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
152,2021,Megan Thee Stallion,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
153,2021,Iman,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
154,2021,Storm Reid,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
155,2021,Jordon Roth,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
156,2021,Dr. Lisa Airan,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
157,2021,Valentina Sampaio,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
158,2021,Grimes,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,['https://en.wikipedia.org/wiki/Jay_Worthy']
159,2021,Jennifer Hudson,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
160,2021,Serena Williams,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
161,2021,Cordae Dunston,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
162,2021,Naomi Osaka,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
163,2021,Laura Mulleavy,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
164,2021,Kate Mulleavy,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
165,2021,Amy Fine Collins,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
166,2021,Miles Chamley-Watson,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
167,2021,Finneas,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,['https://en.wikipedia.org/wiki/Maggie_Baird']
168,2021,Lil Nas X,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
169,2021,Kaia Gerber,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,"['https://en.wikipedia.org/wiki/Cindy_Crawford', 'https://en.wikipedia.org/wiki/Rande_Gerber']"
170,2021,Troye Sivan,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
171,2021,Yara Shahidi,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,"['https://en.wikipedia.org/wiki/Sayeed_Shahidi', 'https://en.wikipedia.org/wiki/Nas']"
172,2021,Chance the Rapper,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,['https://en.wikipedia.org/wiki/Taylor_Bennett_(rapper)']
173,2021,Kristen Corley,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
174,2021,Isabelle Huppert,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,['https://en.wikipedia.org/wiki/Caroline_Huppert']
175,2021,Adrienne Warren,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
176,2021,Billie Eilish,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,['https://en.wikipedia.org/wiki/Maggie_Baird']
177,2021,Saweetie,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,"['https://en.wikipedia.org/wiki/Willie_Harper', 'https://en.wikipedia.org/wiki/MC_Hammer', 'https://en.wikipedia.org/wiki/Gabrielle_Union', 'https://en.wikipedia.org/wiki/Zaytoven']"
178,2021,Rebecca Hall,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,"['https://en.wikipedia.org/wiki/Peter_Hall_(director)', 'https://en.wikipedia.org/wiki/Maria_Ewing']"
179,2021,Barbie Ferreira,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
180,2021,Kenneth Nicholson,https://www.vogue.com/slideshow/met-gala-2021-red-carpet-live-celebrity-fashion,False
