image,link,title,year,type,id,cast
"https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_QL75_UY207_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt1205489/?ref_=chttp_t_177,Gran Torino,2008,film,tt1205489,"[False, False]"
"https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt1201607/?ref_=chttp_t_178,Harry Potter and the Deathly Hallows: Part 2,2011,film,tt1201607,"[['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Helena Bonham Carter', 'Robbie Coltrane', 'Warwick Davis', 'Ralph Fiennes', 'Michael Gambon', 'John Hurt', 'Jason Isaacs', 'Gary Oldman', 'Alan Rickman', 'Maggie Smith', 'David Thewlis', 'Julie Walters'], ['/wiki/Daniel_Radcliffe', '/wiki/Rupert_Grint', '/wiki/Emma_Watson', '/wiki/Helena_Bonham_Carter', '/wiki/Robbie_Coltrane', '/wiki/Warwick_Davis', '/wiki/Ralph_Fiennes', '/wiki/Michael_Gambon', '/wiki/John_Hurt', '/wiki/Jason_Isaacs', '/wiki/Gary_Oldman', '/wiki/Alan_Rickman', '/wiki/Maggie_Smith', '/wiki/David_Thewlis', '/wiki/Julie_Walters']]"
"https://m.media-amazon.com/images/M/MV5BYzJjMTYyMjQtZDI0My00ZjE2LTkyNGYtOTllNGQxNDMyZjE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR4,0,140,207_.jpg",https://www.imdb.com/title/tt0096283/?ref_=chttp_t_179,My Neighbor Totoro,1988,film,tt0096283,"[['Chika Sakamoto', 'Noriko Hidaka', 'Hitoshi Takagi'], ['/wiki/Chika_Sakamoto', '/wiki/Noriko_Hidaka', '/wiki/Hitoshi_Takagi']]"
"https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_QL75_UY207_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt0405159/?ref_=chttp_t_180,Million Dollar Baby,2004,film,tt0405159,"[['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman'], ['', '/wiki/Hilary_Swank', '/wiki/Morgan_Freeman']]"
"https://m.media-amazon.com/images/M/MV5BZTYwZWQ4ZTQtZWU0MS00N2YwLWEzMDItZWFkZWY0MWVjODVhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,4,140,207_.jpg",https://www.imdb.com/title/tt0118849/?ref_=chttp_t_181,Children of Heaven,1997,film,tt0118849,"[['Mohammad Amir Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi'], ['/wiki/Reza_Naji', '', '']]"
"https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt2024544/?ref_=chttp_t_182,12 Years a Slave,2013,film,tt2024544,"[['Chiwetel Ejiofor', 'Michael Fassbender', 'Benedict Cumberbatch', 'Paul Dano', 'Paul Giamatti', ""Lupita Nyong'o"", 'Sarah Paulson', 'Brad Pitt', 'Alfre Woodard'], ['/wiki/Chiwetel_Ejiofor', '/wiki/Michael_Fassbender', '/wiki/Benedict_Cumberbatch', '/wiki/Paul_Dano', '/wiki/Paul_Giamatti', '/wiki/Lupita_Nyong%27o', '/wiki/Sarah_Paulson', '', '/wiki/Alfre_Woodard']]"
"https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,2,140,207_.jpg",https://www.imdb.com/title/tt0052618/?ref_=chttp_t_183,Ben-Hur,1959,film,tt0052618,"[['Charlton Heston', 'Jack Hawkins', 'Haya Harareet', 'Stephen Boyd', 'Hugh Griffith', 'Martha Scott', ""Cathy O'Donnell"", 'Sam Jaffe'], ['/wiki/Charlton_Heston', '/wiki/Jack_Hawkins', '/wiki/Haya_Harareet', '/wiki/Stephen_Boyd', '/wiki/Hugh_Griffith', '/wiki/Martha_Scott', '/wiki/Cathy_O%27Donnell', '/wiki/Sam_Jaffe']]"
"https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt0083658/?ref_=chttp_t_184,Blade Runner,1982,film,tt0083658,"[['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos'], ['/wiki/Harrison_Ford', '/wiki/Rutger_Hauer', '/wiki/Sean_Young', '/wiki/Edward_James_Olmos']]"
"https://m.media-amazon.com/images/M/MV5BZDdiZTAwYzAtMDI3Ni00OTRjLTkzN2UtMGE3MDMyZmU4NTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt0112471/?ref_=chttp_t_185,Before Sunrise,1995,film,tt0112471,"[['Ethan Hawke', 'Julie Delpy'], ['/wiki/Ethan_Hawke', '/wiki/Julie_Delpy']]"
"https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",https://www.imdb.com/title/tt0072684/?ref_=chttp_t_186,Barry Lyndon,1975,film,tt0072684,"[[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Kruger', 'Diana Körner', 'Gay Hamilton'], ['/wiki/Ryan_O%27Neal', '/wiki/Marisa_Berenson', '/wiki/Patrick_Magee_(actor)', '/wiki/Hardy_Kruger', '/wiki/Diana_K%C3%B6rner', '/wiki/Gay_Hamilton']]"
"https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt2278388/?ref_=chttp_t_187,The Grand Budapest Hotel,2014,film,tt2278388,"[['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric', 'Adrien Brody', 'Willem Dafoe', 'Jeff Goldblum', 'Harvey Keitel', 'Jude Law', 'Bill Murray', 'Edward Norton', 'Saoirse Ronan', 'Jason Schwartzman', 'Léa Seydoux', 'Tilda Swinton', 'Tom Wilkinson', 'Owen Wilson', 'Tony Revolori'], ['/wiki/Ralph_Fiennes', '/wiki/F._Murray_Abraham', '/wiki/Mathieu_Amalric', '/wiki/Adrien_Brody', '/wiki/Willem_Dafoe', '/wiki/Jeff_Goldblum', '/wiki/Harvey_Keitel', '/wiki/Jude_Law', '/wiki/Bill_Murray', '/wiki/Edward_Norton', '/wiki/Saoirse_Ronan', '/wiki/Jason_Schwartzman', '/wiki/L%C3%A9a_Seydoux', '/wiki/Tilda_Swinton', '/wiki/Tom_Wilkinson', '/wiki/Owen_Wilson', '/wiki/Tony_Revolori']]"
"https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt1392190/?ref_=chttp_t_188,Mad Max: Fury Road,2015,film,tt1392190,"[['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Hugh Keays-Byrne', 'Rosie Huntington-Whiteley', 'Riley Keough', 'Zoë Kravitz', 'Abbey Lee', 'Courtney Eaton'], ['/wiki/Tom_Hardy', '/wiki/Charlize_Theron', '/wiki/Nicholas_Hoult', '/wiki/Hugh_Keays-Byrne', '/wiki/Rosie_Huntington-Whiteley', '/wiki/Riley_Keough', '/wiki/Zo%C3%AB_Kravitz', '/wiki/Abbey_Lee', '/wiki/Courtney_Eaton']]"
"https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_QL75_UY207_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt2267998/?ref_=chttp_t_189,Gone Girl,2014,film,tt2267998,"[['Ben Affleck', 'Rosamund Pike', 'Neil Patrick Harris', 'Tyler Perry'], ['/wiki/Ben_Affleck', '/wiki/Rosamund_Pike', '/wiki/Neil_Patrick_Harris', '/wiki/Tyler_Perry']]"
"https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_QL75_UX140_CR0,4,140,207_.jpg",https://www.imdb.com/title/tt2119532/?ref_=chttp_t_190,Hacksaw Ridge,2016,film,tt2119532,"[['Andrew Garfield', 'Sam Worthington', 'Luke Bracey', 'Teresa Palmer', 'Hugo Weaving', 'Rachel Griffiths', 'Vince Vaughn', 'Richard Pyros'], ['/wiki/Andrew_Garfield', '/wiki/Sam_Worthington', '/wiki/Luke_Bracey', '/wiki/Teresa_Palmer', '/wiki/Hugo_Weaving', '/wiki/Rachel_Griffiths', '/wiki/Vince_Vaughn', '/wiki/Richard_Pyros']]"
"https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt0097165/?ref_=chttp_t_191,Dead Poets Society,1989,film,tt0097165,"[False, False]"
"https://m.media-amazon.com/images/M/MV5BMDA3NmE2OTYtZWQ1Zi00OGI2LTk5NjctNThhNGJjYTI1NzRlXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt0015864/?ref_=chttp_t_192,The Gold Rush,1925,film,tt0015864,"[False, False]"
"https://m.media-amazon.com/images/M/MV5BOGViNTg4YTktYTQ2Ni00MTU0LTk2NWUtMTI4OTc1YTM0NzQ2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt0353969/?ref_=chttp_t_193,Memories of Murder,2003,film,tt0353969,"[False, False]"
"https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt0107207/?ref_=chttp_t_194,In the Name of the Father,1993,film,tt0107207,"[['Daniel Day-Lewis', 'Emma Thompson', 'Pete Postlethwaite'], ['/wiki/Daniel_Day-Lewis', '/wiki/Emma_Thompson', '/wiki/Pete_Postlethwaite']]"
"https://m.media-amazon.com/images/M/MV5BNzAzMjA1ODAxOV5BMl5BanBnXkFtZTgwODg4NTQzNDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt3011894/?ref_=chttp_t_195,Wild Tales,2014,film,tt3011894,"[['Ricardo Darín', 'Oscar Martínez', 'Leonardo Sbaraglia', 'Érica Rivas', 'Rita Cortese', 'Julieta Zylberberg', 'Darío Grandinetti'], ['/wiki/Ricardo_Dar%C3%ADn', '/wiki/Oscar_Mart%C3%ADnez_(actor)', '/wiki/Leonardo_Sbaraglia', '/wiki/%C3%89rica_Rivas', '/wiki/Rita_Cortese', '/wiki/Julieta_Zylberberg', '/wiki/Dar%C3%ADo_Grandinetti']]"
"https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt0198781/?ref_=chttp_t_196,"Monsters, Inc.",2001,film,tt0198781,"[['John Goodman', 'Billy Crystal', 'Steve Buscemi', 'James Coburn', 'Jennifer Tilly', 'Mary Gibbs'], ['/wiki/John_Goodman', '/wiki/Billy_Crystal', '/wiki/Steve_Buscemi', '/wiki/James_Coburn', '/wiki/Jennifer_Tilly', '/wiki/Mary_Gibbs_(actress)']]"
"https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY207_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt0077416/?ref_=chttp_t_197,The Deer Hunter,1978,film,tt0077416,"[['Robert De Niro', 'John Cazale', 'John Savage', 'Meryl Streep', 'Christopher Walken'], ['/wiki/Robert_De_Niro', '/wiki/John_Cazale', '/wiki/John_Savage_(actor)', '/wiki/Meryl_Streep', '/wiki/Christopher_Walken']]"
"https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt0017925/?ref_=chttp_t_198,The General,1926,film,tt0017925,"[False, False]"
"https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX140_CR0,7,140,207_.jpg",https://www.imdb.com/title/tt0015324/?ref_=chttp_t_199,Sherlock Jr.,1924,film,tt0015324,"[False, False]"
"https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,2,140,207_.jpg",https://www.imdb.com/title/tt0047296/?ref_=chttp_t_200,On the Waterfront,1954,film,tt0047296,"[['Marlon Brando', 'Karl Malden', 'Lee J. Cobb', 'Rod Steiger', 'Pat Henning', 'Eva Marie Saint'], ['/wiki/Marlon_Brando', '/wiki/Karl_Malden', '/wiki/Lee_J._Cobb', '/wiki/Rod_Steiger', '/wiki/Pat_Henning', '/wiki/Eva_Marie_Saint']]"
"https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt0892769/?ref_=chttp_t_201,How to Train Your Dragon,2010,film,tt0892769,"[['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson', 'America Ferrera', 'Jonah Hill', 'Christopher Mintz-Plasse', 'T.J. Miller', 'Kristen Wiig'], ['/wiki/Jay_Baruchel', '/wiki/Gerard_Butler', '/wiki/Craig_Ferguson', '/wiki/America_Ferrera', '/wiki/Jonah_Hill', '/wiki/Christopher_Mintz-Plasse', '/wiki/T.J._Miller', '/wiki/Kristen_Wiig']]"
"https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,4,140,207_.jpg",https://www.imdb.com/title/tt0073195/?ref_=chttp_t_202,Jaws,1975,film,tt0073195,"[['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss', 'Lorraine Gary', 'Murray Hamilton'], ['/wiki/Roy_Scheider', '/wiki/Robert_Shaw_(actor)', '/wiki/Richard_Dreyfuss', '/wiki/Lorraine_Gary', '/wiki/Murray_Hamilton']]"
"https://m.media-amazon.com/images/M/MV5BMDgzYjQwMDMtNGUzYi00MTRmLWIyMGMtNjE1OGZkNzY2YWIzL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt0978762/?ref_=chttp_t_203,Mary and Max,2009,film,tt0978762,"[False, False]"
"https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt0041959/?ref_=chttp_t_204,The Third Man,1949,film,tt0041959,"[['Joseph Cotten', 'Alida Valli', 'Orson Welles', 'Trevor Howard'], ['/wiki/Joseph_Cotten', '/wiki/Alida_Valli', '/wiki/Orson_Welles', '/wiki/Trevor_Howard']]"
"https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt0382932/?ref_=chttp_t_205,Ratatouille,2007,film,tt0382932,"[['Patton Oswalt', 'Ian Holm', 'Lou Romano', 'Brad Garrett', ""Peter O'Toole"", 'Janeane Garofalo', 'Brian Dennehy', 'Peter Sohn', 'Will Arnett'], ['/wiki/Patton_Oswalt', '/wiki/Ian_Holm', '/wiki/Lou_Romano', '/wiki/Brad_Garrett', '/wiki/Peter_O%27Toole', '/wiki/Janeane_Garofalo', '/wiki/Brian_Dennehy', '/wiki/Peter_Sohn', '/wiki/Will_Arnett']]"
"https://m.media-amazon.com/images/M/MV5BZDdkNzMwZmUtY2Q5MS00ZmM2LWJhYjItYTBjMWY0MGM4MDRjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt0046268/?ref_=chttp_t_206,The Wages of Fear,1953,film,tt0046268,"[['Yves Montand', 'Charles Vanel', 'Folco Lulli', 'Peter Van Eyck', 'Véra Clouzot'], ['/wiki/Yves_Montand', '/wiki/Charles_Vanel', '/wiki/Folco_Lulli', '/wiki/Peter_Van_Eyck', '/wiki/V%C3%A9ra_Clouzot']]"
"https://m.media-amazon.com/images/M/MV5BYWQxYzdhMDMtNjAyZC00NzE0LWFjYmQtYjk0YzMyYjA5NzZkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",https://www.imdb.com/title/tt0050986/?ref_=chttp_t_207,Wild Strawberries,1957,film,tt0050986,"[['Victor Sjöström', 'Bibi Andersson', 'Gunnar Björnstrand', 'Folke Sundquist', 'Ingrid Thulin', 'Björn Bjelfvenstam'], ['/wiki/Victor_Sj%C3%B6str%C3%B6m', '/wiki/Bibi_Andersson', '/wiki/Gunnar_Bj%C3%B6rnstrand', '/wiki/Folke_Sundquist', '/wiki/Ingrid_Thulin', '/wiki/Bj%C3%B6rn_Bjelfvenstam']]"
"https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX140_CR0,2,140,207_.jpg",https://www.imdb.com/title/tt0031679/?ref_=chttp_t_208,Mr. Smith Goes to Washington,1939,film,tt0031679,"[['James Stewart', 'Jean Arthur', 'Claude Rains', 'Edward Arnold', 'Guy Kibbee', 'Thomas Mitchell', 'Beulah Bondi'], ['/wiki/James_Stewart', '/wiki/Jean_Arthur', '/wiki/Claude_Rains', '/wiki/Edward_Arnold_(actor)', '/wiki/Guy_Kibbee', '/wiki/Thomas_Mitchell_(actor)', '/wiki/Beulah_Bondi']]"
"https://m.media-amazon.com/images/M/MV5BM2UwMDVmMDItM2I2Yi00NGZmLTk4ZTUtY2JjNTQ3OGQ5ZjM2XkEyXkFqcGdeQXVyMTA1OTYzOTUx._V1_QL75_UY207_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt1950186/?ref_=chttp_t_209,Ford v Ferrari,2019,film,tt1950186,"[['Matt Damon', 'Christian Bale', 'Jon Bernthal', 'Caitríona Balfe', 'Tracy Letts', 'Josh Lucas'], ['/wiki/Matt_Damon', '/wiki/Christian_Bale', '/wiki/Jon_Bernthal', '/wiki/Caitr%C3%ADona_Balfe', '/wiki/Tracy_Letts', '/wiki/Josh_Lucas']]"
"https://m.media-amazon.com/images/M/MV5BM2E1ZmZlMDQtMDgzNi00MGVmLTgwMWMtYTc1MjkzOWJmOGIxXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt0046438/?ref_=chttp_t_210,Tokyo Story,1953,film,tt0046438,"[['Setsuko Hara', 'Chishū Ryū', 'Chieko Higashiyama', 'Kyōko Kagawa', 'Haruko Sugimura', 'So Yamamura', 'Kuniko Miyake', 'Shirō Ōsaka', 'Eijirō Tōno', 'Nobuo Nakamura', 'Hisao Toake', 'Mutsuko Sakura', 'Toyo Takahashi', 'Sachiko Mitani'], ['/wiki/Setsuko_Hara', '/wiki/Chish%C5%AB_Ry%C5%AB', '/wiki/Chieko_Higashiyama', '/wiki/Ky%C5%8Dko_Kagawa', '/wiki/Haruko_Sugimura', '/wiki/So_Yamamura', '/wiki/Kuniko_Miyake', '', '/wiki/Eijir%C5%8D_T%C5%8Dno', '/wiki/Nobuo_Nakamura', '', '/wiki/Mutsuko_Sakura', '', '']]"
"https://m.media-amazon.com/images/M/MV5BMzliZDk0NjctNjhlOC00MWEyLWI3OWYtNjA5ZDYxMTMzNTc5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY207_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt0118715/?ref_=chttp_t_211,The Big Lebowski,1998,film,tt0118715,"[['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'David Huddleston', 'John Turturro'], ['/wiki/Jeff_Bridges', '/wiki/John_Goodman', '/wiki/Julianne_Moore', '/wiki/Steve_Buscemi', '/wiki/David_Huddleston', '/wiki/John_Turturro']]"
"https://m.media-amazon.com/images/M/MV5BNTBkMjg2MjYtYTZjOS00ODQ0LTg0MDEtM2FiNmJmOGU1NGEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",https://www.imdb.com/title/tt0075148/?ref_=chttp_t_212,Rocky,1976,film,tt0075148,"[['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers', 'Burgess Meredith'], ['', '/wiki/Talia_Shire', '/wiki/Burt_Young', '/wiki/Carl_Weathers', '/wiki/Burgess_Meredith']]"
"https://m.media-amazon.com/images/M/MV5BOWM3MmE0OGYtOGVlNC00OWE1LTk5ZTAtYmUwMDIwM2ZlNWJiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt0050976/?ref_=chttp_t_213,The Seventh Seal,1957,film,tt0050976,"[['Gunnar Björnstrand', 'Bengt Ekerot', 'Nils Poppe', 'Max von Sydow', 'Bibi Andersson', 'Inga Landgré', 'Åke Fridell'], ['/wiki/Gunnar_Bj%C3%B6rnstrand', '/wiki/Bengt_Ekerot', '/wiki/Nils_Poppe', '/wiki/Max_von_Sydow', '/wiki/Bibi_Andersson', '/wiki/Inga_Landgr%C3%A9', '/wiki/%C3%85ke_Fridell']]"
"https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_QL75_UX140_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt3170832/?ref_=chttp_t_214,Room,2015,film,tt3170832,"[['Brie Larson', 'Jacob Tremblay', 'Joan Allen', 'Sean Bridgers', 'Tom McCamus', 'William H. Macy'], ['/wiki/Brie_Larson', '/wiki/Jacob_Tremblay', '/wiki/Joan_Allen', '/wiki/Sean_Bridgers', '/wiki/Tom_McCamus', '/wiki/William_H._Macy']]"
"https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt3315342/?ref_=chttp_t_215,Logan,2017,film,tt3315342,"[['Hugh Jackman', 'Patrick Stewart', 'Richard E. Grant', 'Boyd Holbrook', 'Stephen Merchant', 'Dafne Keen'], ['/wiki/Hugh_Jackman', '/wiki/Patrick_Stewart', '/wiki/Richard_E._Grant', '/wiki/Boyd_Holbrook', '/wiki/Stephen_Merchant', '/wiki/Dafne_Keen']]"
"https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_QL75_UY207_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt1895587/?ref_=chttp_t_216,Spotlight,2015,film,tt1895587,"[['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber', 'John Slattery', 'Stanley Tucci'], ['/wiki/Mark_Ruffalo', '/wiki/Michael_Keaton', '/wiki/Rachel_McAdams', '/wiki/Liev_Schreiber', '/wiki/John_Slattery', '/wiki/Stanley_Tucci']]"
"https://m.media-amazon.com/images/M/MV5BZGJjYmIzZmQtNWE4Yy00ZGVmLWJkZGEtMzUzNmQ4ZWFlMjRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt0395169/?ref_=chttp_t_217,Hotel Rwanda,2004,film,tt0395169,"[['Don Cheadle', 'Sophie Okonedo', 'Joaquin Phoenix', 'Nick Nolte'], ['/wiki/Don_Cheadle', '/wiki/Sophie_Okonedo', '/wiki/Joaquin_Phoenix', '/wiki/Nick_Nolte']]"
"https://m.media-amazon.com/images/M/MV5BYTViNzMxZjEtZGEwNy00MDNiLWIzNGQtZDY2MjQ1OWViZjFmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt0088247/?ref_=chttp_t_218,The Terminator,1984,film,tt0088247,"[['Arnold Schwarzenegger', 'Michael Biehn', 'Linda Hamilton', 'Paul Winfield'], ['/wiki/Arnold_Schwarzenegger', '/wiki/Michael_Biehn', '/wiki/Linda_Hamilton', '/wiki/Paul_Winfield']]"
"https://m.media-amazon.com/images/M/MV5BMzRjZjdlMjQtODVkYS00N2YzLWJlYWYtMGVlN2E5MWEwMWQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,6,140,207_.jpg",https://www.imdb.com/title/tt0091763/?ref_=chttp_t_219,Platoon,1986,film,tt0091763,"[['Tom Berenger', 'Willem Dafoe', 'Charlie Sheen'], ['/wiki/Tom_Berenger', '/wiki/Willem_Dafoe', '/wiki/Charlie_Sheen']]"
"https://m.media-amazon.com/images/M/MV5BOTQxOGU0OWUtMzExYy00ZjIxLWJmMzAtNTI1Y2YxYTMxN2RkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",https://www.imdb.com/title/tt0113247/?ref_=chttp_t_220,La haine,1995,film,tt0113247,"[['Vincent Cassel', 'Hubert Koundé', 'Saïd Taghmaoui'], ['/wiki/Vincent_Cassel', '/wiki/Hubert_Kound%C3%A9', '/wiki/Sa%C3%AFd_Taghmaoui']]"
