,title,cast,nepos,pct_nepo
426,Supernatural,David Haydn-Jones,True,11.11111111111111
427,Supernatural,Curtis Armstrong,True,11.11111111111111
428,Supernatural,Lisa Berry,True,11.11111111111111
429,Supernatural,Genevieve Padalecki,True,11.11111111111111
430,Supernatural,Jeffrey Dean Morgan,True,11.11111111111111
431,Supernatural,Emily Swallow,True,11.11111111111111
432,Ozark,Jason Bateman,['https://en.wikipedia.org/wiki/Kent_Bateman'],16.666666666666664
433,Ozark,Laura Linney,['https://en.wikipedia.org/wiki/Romulus_Linney_(playwright)'],16.666666666666664
434,Ozark,Sofia Hublitz,True,16.666666666666664
435,Ozark,Skylar Gaertner,True,16.666666666666664
436,Ozark,Julia Garner,True,16.666666666666664
437,Ozark,Charlie Tahan,['https://en.wikipedia.org/wiki/Daisy_Tahan'],16.666666666666664
438,Ozark,Lisa Emery,True,16.666666666666664
439,Ozark,Carson Holmes,True,16.666666666666664
440,Ozark,Jordana Spiro,True,16.666666666666664
441,Ozark,Jessica Frances Dukes,True,16.666666666666664
442,Ozark,Felix Solis,True,16.666666666666664
443,Ozark,Kevin L. Johnson,True,16.666666666666664
444,Ozark,Damian Young,True,16.666666666666664
445,Ozark,Nelson Bonilla,True,16.666666666666664
446,Ozark,Jason Butler Harner,True,16.666666666666664
447,Ozark,Peter Mullan,True,16.666666666666664
448,Ozark,Janet McTeer,True,16.666666666666664
449,Ozark,McKinley Belcher III,True,16.666666666666664
450,The Lord of the Rings: The Rings of Power,Nazanin Boniadi,True,11.11111111111111
451,The Lord of the Rings: The Rings of Power,Benjamin Walker,True,11.11111111111111
452,The Lord of the Rings: The Rings of Power,Morfydd Clark,True,11.11111111111111
453,The Lord of the Rings: The Rings of Power,Peter Mullan,True,11.11111111111111
454,The Lord of the Rings: The Rings of Power,Cynthia Addai-Robinson,True,11.11111111111111
455,The Lord of the Rings: The Rings of Power,Robert Aramayo,True,11.11111111111111
456,The Lord of the Rings: The Rings of Power,Ismael Cruz Cordova,True,11.11111111111111
457,The Lord of the Rings: The Rings of Power,Lenny Henry,True,11.11111111111111
458,The Lord of the Rings: The Rings of Power,Maxim Baldry,True,11.11111111111111
459,The Lord of the Rings: The Rings of Power,Charles Edwards,True,11.11111111111111
460,The Lord of the Rings: The Rings of Power,Augustus Prew,True,11.11111111111111
461,The Lord of the Rings: The Rings of Power,Owain Arthur,True,11.11111111111111
462,The Lord of the Rings: The Rings of Power,Lloyd Owen,['https://en.wikipedia.org/wiki/Glyn_Owen'],11.11111111111111
463,The Lord of the Rings: The Rings of Power,Alex Tarrant,True,11.11111111111111
464,The Lord of the Rings: The Rings of Power,Markella Kavenagh,True,11.11111111111111
465,The Lord of the Rings: The Rings of Power,Trystan Gravelle,True,11.11111111111111
466,The Lord of the Rings: The Rings of Power,Simon Merrells,['https://en.wikipedia.org/wiki/Jason_Merrells'],11.11111111111111
467,The Lord of the Rings: The Rings of Power,Daniel Weyman,True,11.11111111111111
468,For All Mankind,Joel Kinnaman,['https://en.wikipedia.org/wiki/Melinda_Kinnaman'],16.666666666666664
469,For All Mankind,Michael Dorman,True,16.666666666666664
470,For All Mankind,Wrenn Schmidt,True,16.666666666666664
471,For All Mankind,Shantel VanSanten,True,16.666666666666664
472,For All Mankind,Jodi Balfour,True,16.666666666666664
473,For All Mankind,Krys Marshall,True,16.666666666666664
474,For All Mankind,Noah Harpster,True,16.666666666666664
475,For All Mankind,Sonya Walger,True,16.666666666666664
476,For All Mankind,Sarah Jones,True,16.666666666666664
477,For All Mankind,Cynthy Wu,True,16.666666666666664
478,For All Mankind,Coral Peña,True,16.666666666666664
479,For All Mankind,Casey W. Johnson,True,16.666666666666664
480,For All Mankind,Nate Corddry,['https://en.wikipedia.org/wiki/Rob_Corddry'],16.666666666666664
481,For All Mankind,Jim Meskimen,['https://en.wikipedia.org/wiki/Marion_Ross'],16.666666666666664
482,For All Mankind,Dan Donohue,True,16.666666666666664
483,For All Mankind,Meghan Leathers,True,16.666666666666664
484,For All Mankind,Piotr Adamczyk,True,16.666666666666664
485,For All Mankind,Nick Toren,True,16.666666666666664
486,Manifest,Melissa Roxburgh,True,11.11111111111111
487,Manifest,Josh Dallas,True,11.11111111111111
488,Manifest,J.R. Ramirez,True,11.11111111111111
489,Manifest,Luna Blaise,['https://en.wikipedia.org/wiki/Paul_Boyd_(director)'],11.11111111111111
490,Manifest,Daryl Edwards,True,11.11111111111111
491,Manifest,Parveen Kaur,True,11.11111111111111
492,Manifest,Athena Karkanis,True,11.11111111111111
493,Manifest,Jack Messina,True,11.11111111111111
494,Manifest,Matt Long,True,11.11111111111111
495,Manifest,Ty Doran,True,11.11111111111111
496,Manifest,Holly Taylor,True,11.11111111111111
497,Manifest,Ellen Tamaki,True,11.11111111111111
498,Manifest,Ed Herbstman,True,11.11111111111111
499,Manifest,Andrene Ward-Hammond,True,11.11111111111111
500,Manifest,Jared Grimes,True,11.11111111111111
501,Manifest,Garrett Wareing,True,11.11111111111111
502,Manifest,Tim Moriarty,['https://en.wikipedia.org/wiki/Andrew_Tully'],11.11111111111111
503,Manifest,Alfredo Narciso,True,11.11111111111111
504,The Offer,Miles Teller,True,27.77777777777778
505,The Offer,Matthew Goode,['https://en.wikipedia.org/wiki/Sally_Meen'],27.77777777777778
506,The Offer,Dan Fogler,True,27.77777777777778
507,The Offer,Burn Gorman,True,27.77777777777778
508,The Offer,Colin Hanks,['https://en.wikipedia.org/wiki/Tom_Hanks'],27.77777777777778
509,The Offer,Giovanni Ribisi,['https://en.wikipedia.org/wiki/Marissa_Ribisi'],27.77777777777778
510,The Offer,Juno Temple,['https://en.wikipedia.org/wiki/Julien_Temple'],27.77777777777778
511,The Offer,Jake Cannavale,"['https://en.wikipedia.org/wiki/Bobby_Cannavale', 'https://en.wikipedia.org/wiki/Jenny_Lumet']",27.77777777777778
512,The Offer,Lou Ferrigno,True,27.77777777777778
513,The Offer,Josh Zuckerman,True,27.77777777777778
514,The Offer,Anthony Ippolito,True,27.77777777777778
515,The Offer,Meredith Garretson,True,27.77777777777778
516,The Offer,Patrick Gallo,True,27.77777777777778
517,The Offer,Joseph Russo,True,27.77777777777778
518,The Offer,Anthony Skordi,True,27.77777777777778
519,The Offer,Paul McCrane,True,27.77777777777778
520,The Offer,Eric Balfour,True,27.77777777777778
521,The Offer,Annie Funke,True,27.77777777777778
522,Severance,Adam Scott,True,11.11111111111111
523,Severance,Zach Cherry,True,11.11111111111111
524,Severance,Britt Lower,True,11.11111111111111
525,Severance,Tramell Tillman,True,11.11111111111111
526,Severance,Jen Tullock,True,11.11111111111111
527,Severance,Dichen Lachman,True,11.11111111111111
528,Severance,Michael Chernus,True,11.11111111111111
529,Severance,John Turturro,"['https://en.wikipedia.org/wiki/Nicholas_Turturro', 'https://en.wikipedia.org/wiki/Aida_Turturro']",11.11111111111111
530,Severance,Christopher Walken,True,11.11111111111111
531,Severance,Patricia Arquette,['https://en.wikipedia.org/wiki/Lewis_Arquette'],11.11111111111111
532,Severance,Marc Geller,True,11.11111111111111
533,Severance,Michael Cumpsty,True,11.11111111111111
534,Severance,Claudia Robinson,True,11.11111111111111
535,Severance,Yul Vazquez,True,11.11111111111111
536,Severance,Sydney Cole Alexander,True,11.11111111111111
537,Severance,Nikki M. James,True,11.11111111111111
538,Severance,Rachel Addington,True,11.11111111111111
539,Severance,Mark Kenneth Smaltz,True,11.11111111111111
540,Maggie,Rebecca Rittenhouse,True,16.666666666666664
541,Maggie,David Del Rio,True,16.666666666666664
542,Maggie,Nichole Sakura,True,16.666666666666664
543,Maggie,Angelique Cabral,True,16.666666666666664
544,Maggie,Chloe Bridges,True,16.666666666666664
545,Maggie,Ray Ford,True,16.666666666666664
546,Maggie,Leonardo Nam,True,16.666666666666664
547,Maggie,Kerri Kenney,['https://en.wikipedia.org/wiki/Larry_Kenney'],16.666666666666664
548,Maggie,Chris Elliott,['https://en.wikipedia.org/wiki/Bob_Elliott_(comedian)'],16.666666666666664
549,Maggie,Adam Korson,True,16.666666666666664
550,Maggie,Trent Garrett,True,16.666666666666664
551,Maggie,Martin Mull,True,16.666666666666664
552,Maggie,Andy Favreau,True,16.666666666666664
553,Maggie,Arica Himmel,['https://en.wikipedia.org/wiki/Zelma_Davis'],16.666666666666664
554,Maggie,Christina Kartchner,True,16.666666666666664
555,Maggie,Jake Lockett,True,16.666666666666664
556,Maggie,Allison Acosta,True,16.666666666666664
557,Maggie,Dave Theune,True,16.666666666666664
558,The Sopranos,James Gandolfini,True,16.666666666666664
559,The Sopranos,Lorraine Bracco,['https://en.wikipedia.org/wiki/Elizabeth_Bracco'],16.666666666666664
560,The Sopranos,Edie Falco,['https://en.wikipedia.org/wiki/Edward_Falco'],16.666666666666664
561,The Sopranos,Michael Imperioli,True,16.666666666666664
562,The Sopranos,Steven Van Zandt,True,16.666666666666664
563,The Sopranos,Robert Iler,True,16.666666666666664
564,The Sopranos,Tony Sirico,True,16.666666666666664
565,The Sopranos,Jamie-Lynn Sigler,True,16.666666666666664
566,The Sopranos,Dominic Chianese,True,16.666666666666664
567,The Sopranos,Aida Turturro,"['https://en.wikipedia.org/wiki/John_Turturro', 'https://en.wikipedia.org/wiki/Nicholas_Turturro']",16.666666666666664
568,The Sopranos,Steve Schirripa,True,16.666666666666664
569,The Sopranos,Drea de Matteo,True,16.666666666666664
570,The Sopranos,Dan Grimaldi,True,16.666666666666664
571,The Sopranos,Joseph R. Gannascoli,True,16.666666666666664
572,The Sopranos,Sharon Angela,True,16.666666666666664
573,The Sopranos,John Ventimiglia,True,16.666666666666664
574,The Sopranos,Vincent Curatola,True,16.666666666666664
575,The Sopranos,Frank Vincent,True,16.666666666666664
576,Man vs. Bee,Rowan Atkinson,True,5.555555555555555
577,Man vs. Bee,Claudie Blakley,"['https://en.wikipedia.org/wiki/Alan_Blakley', 'https://en.wikipedia.org/wiki/Lin_Blakley']",5.555555555555555
578,Man vs. Bee,Jing Lusi,True,5.555555555555555
579,Man vs. Bee,India Fowler,True,5.555555555555555
580,Man vs. Bee,Julian Rhind-Tutt,True,5.555555555555555
581,Man vs. Bee,Tom Basden,True,5.555555555555555
582,Man vs. Bee,Daniel Fearn,True,5.555555555555555
583,Man vs. Bee,Gediminas Adomaitis,True,5.555555555555555
584,Man vs. Bee,Christian Alifoe,True,5.555555555555555
585,Man vs. Bee,Greg McHugh,True,5.555555555555555
586,Man vs. Bee,Chizzy Akudolu,True,5.555555555555555
587,Man vs. Bee,Aysha Kala,True,5.555555555555555
588,Man vs. Bee,Phil Cornwell,True,5.555555555555555
589,Man vs. Bee,Daniel Cook,True,5.555555555555555
590,Man vs. Bee,Hannah Bourne,True,5.555555555555555
591,Man vs. Bee,Yasmine Holness-Dove,True,5.555555555555555
592,Man vs. Bee,Brendan Murphy,True,5.555555555555555
593,Man vs. Bee,Ruth Clarson-Horrocks,True,5.555555555555555
594,Animal Kingdom,Shawn Hatosy,True,33.33333333333333
595,Animal Kingdom,Ben Robson,True,33.33333333333333
596,Animal Kingdom,Jake Weary,['https://en.wikipedia.org/wiki/Kim_Zimmer'],33.33333333333333
597,Animal Kingdom,Finn Cole,['https://en.wikipedia.org/wiki/Joe_Cole_(actor)'],33.33333333333333
598,Animal Kingdom,Ellen Barkin,True,33.33333333333333
599,Animal Kingdom,Leila George,"['https://en.wikipedia.org/wiki/Vincent_D%27Onofrio', 'https://en.wikipedia.org/wiki/Greta_Scacchi']",33.33333333333333
600,Animal Kingdom,Christina Ochoa,['https://en.wikipedia.orghttps://es.wikipedia.org/wiki/V%C3%ADctor_Ochoa'],33.33333333333333
601,Animal Kingdom,Molly Gordon,"['https://en.wikipedia.org/wiki/Bryan_Gordon', 'https://en.wikipedia.org/wiki/Jessie_Nelson_(filmmaker)']",33.33333333333333
602,Animal Kingdom,Aamya Deva Keroles,True,33.33333333333333
603,Animal Kingdom,Carolina Guerra,True,33.33333333333333
604,Animal Kingdom,Spencer Treat Clark,"['https://en.wikipedia.org/wiki/Eliza_Clark_(American_writer)', 'https://en.wikipedia.org/wiki/Zack_Whedon']",33.33333333333333
605,Animal Kingdom,Scott Speedman,True,33.33333333333333
606,Animal Kingdom,Jon Beavers,True,33.33333333333333
607,Animal Kingdom,Dichen Lachman,True,33.33333333333333
608,Animal Kingdom,Rigo Sanchez,True,33.33333333333333
609,Animal Kingdom,Sohvi Rodriguez,True,33.33333333333333
610,Animal Kingdom,Reynaldo Gallegos,True,33.33333333333333
611,Animal Kingdom,Cody Callahan,True,33.33333333333333
612,Sherwood,David Morrissey,True,5.555555555555555
613,Sherwood,Adam Hugill,True,5.555555555555555
614,Sherwood,Terence Maynard,True,5.555555555555555
615,Sherwood,Robert Glenister,['https://en.wikipedia.org/wiki/John_Glenister'],5.555555555555555
616,Sherwood,Andrea Lowe,True,5.555555555555555
617,Sherwood,Lorraine Ashbourne,True,5.555555555555555
618,Sherwood,Clare Holman,True,5.555555555555555
619,Sherwood,Lesley Manville,True,5.555555555555555
620,Sherwood,Perry Fitzpatrick,True,5.555555555555555
621,Sherwood,Kevin Doyle,True,5.555555555555555
622,Sherwood,Claire Rushbrook,True,5.555555555555555
623,Sherwood,Philip Jackson,True,5.555555555555555
624,Sherwood,Adeel Akhtar,True,5.555555555555555
625,Sherwood,Bally Gill,True,5.555555555555555
626,Sherwood,Harpal Hayer,True,5.555555555555555
627,Sherwood,Safia Oakley-Green,True,5.555555555555555
628,Sherwood,Chloe Harris,True,5.555555555555555
629,Sherwood,George Howard,True,5.555555555555555
630,Barry,Bill Hader,True,11.11111111111111
631,Barry,Stephen Root,True,11.11111111111111
632,Barry,Sarah Goldberg,True,11.11111111111111
633,Barry,Anthony Carrigan,True,11.11111111111111
634,Barry,Henry Winkler,['https://en.wikipedia.org/wiki/Richard_Belzer'],11.11111111111111
635,Barry,D'Arcy Carden,True,11.11111111111111
636,Barry,Darrell Britt-Gibson,True,11.11111111111111
637,Barry,Rightor Doyle,True,11.11111111111111
638,Barry,Andy Carey,True,11.11111111111111
639,Barry,Alejandro Furth,True,11.11111111111111
640,Barry,Kirby Howell-Baptiste,True,11.11111111111111
641,Barry,Michael Irby,True,11.11111111111111
642,Barry,John Pirruccello,True,11.11111111111111
643,Barry,Nick Gracer,True,11.11111111111111
644,Barry,Turhan Troy Caylak,True,11.11111111111111
645,Barry,Sarah Burns,True,11.11111111111111
646,Barry,Jessy Hodges,['https://en.wikipedia.org/wiki/Ellen_Sandweiss'],11.11111111111111
647,Barry,Glenn Fleshler,True,11.11111111111111
648,The Lincoln Lawyer,Manuel Garcia-Rulfo,True,11.11111111111111
649,The Lincoln Lawyer,Neve Campbell,['https://en.wikipedia.org/wiki/Christian_Campbell'],11.11111111111111
650,The Lincoln Lawyer,Becki Newton,"['https://en.wikipedia.org/wiki/Matt_Newton', 'https://en.wikipedia.org/wiki/Stephanie_Chase', 'https://en.wikipedia.org/wiki/Bruce_Chase', 'https://en.wikipedia.org/wiki/Sienna_Miller']",11.11111111111111
651,The Lincoln Lawyer,Angus Sampson,True,11.11111111111111
652,The Lincoln Lawyer,Jazz Raycole,True,11.11111111111111
653,The Lincoln Lawyer,Christopher Gorham,True,11.11111111111111
654,The Lincoln Lawyer,Ntare Guma Mbaho Mwine,True,11.11111111111111
655,The Lincoln Lawyer,Jamie McShane,True,11.11111111111111
656,The Lincoln Lawyer,Michael Graziadei,True,11.11111111111111
657,The Lincoln Lawyer,Lamont Thompson,True,11.11111111111111
658,The Lincoln Lawyer,Krista Warner,True,11.11111111111111
659,The Lincoln Lawyer,Katrina Rosita,True,11.11111111111111
660,The Lincoln Lawyer,LisaGay Hamilton,True,11.11111111111111
661,The Lincoln Lawyer,Reggie Lee,True,11.11111111111111
662,The Lincoln Lawyer,Heather Mazur,True,11.11111111111111
663,The Lincoln Lawyer,Anthony Elfonzia,True,11.11111111111111
664,The Lincoln Lawyer,Kim Hawthorne,True,11.11111111111111
665,The Lincoln Lawyer,Mikal Vega,True,11.11111111111111
666,NCIS,Mark Harmon,"['https://en.wikipedia.org/wiki/Tom_Harmon', 'https://en.wikipedia.org/wiki/Elyse_Knox']",27.77777777777778
667,NCIS,David McCallum,['https://en.wikipedia.org/wiki/David_McCallum_Sr.'],27.77777777777778
668,NCIS,Sean Murray,True,27.77777777777778
669,NCIS,Pauley Perrette,True,27.77777777777778
670,NCIS,Brian Dietzen,True,27.77777777777778
671,NCIS,Rocky Carroll,True,27.77777777777778
672,NCIS,Michael Weatherly,['https://en.wikipedia.org/wiki/Alexandra_Breckenridge'],27.77777777777778
673,NCIS,Cote de Pablo,True,27.77777777777778
674,NCIS,Emily Wickersham,True,27.77777777777778
675,NCIS,Wilmer Valderrama,True,27.77777777777778
676,NCIS,Diona Reasonover,True,27.77777777777778
677,NCIS,Maria Bello,True,27.77777777777778
678,NCIS,Lauren Holly,['https://en.wikipedia.org/wiki/Michael_Ann_Holly'],27.77777777777778
679,NCIS,Joe Spano,True,27.77777777777778
680,NCIS,Sasha Alexander,"['https://en.wikipedia.org/wiki/Carlo_Ponti', 'https://en.wikipedia.org/wiki/Sophia_Loren']",27.77777777777778
681,NCIS,Duane Henry,True,27.77777777777778
682,NCIS,Jennifer Esposito,True,27.77777777777778
683,NCIS,Katrina Law,True,27.77777777777778
684,Loot,Maya Rudolph,"['https://en.wikipedia.org/wiki/Richard_Rudolph', 'https://en.wikipedia.org/wiki/Minnie_Riperton']",5.555555555555555
685,Loot,Ron Funches,True,5.555555555555555
686,Loot,Stephanie Styles,True,5.555555555555555
687,Loot,Michaela Jaé (MJ) Rodriguez,True,5.555555555555555
688,Loot,Joel Kim Booster,True,5.555555555555555
689,Loot,Nat Faxon,True,5.555555555555555
690,Loot,Meagen Fay,True,5.555555555555555
691,Loot,Dylan Gelula,True,5.555555555555555
692,Loot,Adam Scott,True,5.555555555555555
693,Loot,Caitlin Reilly,True,5.555555555555555
694,Loot,Sarah Adina,True,5.555555555555555
695,Loot,Ana Rey,True,5.555555555555555
696,Loot,Dan Sachoff,True,5.555555555555555
697,Loot,Anne Stedman,True,5.555555555555555
698,Loot,Seal,True,5.555555555555555
699,Loot,David Chang,True,5.555555555555555
700,Loot,Bernadette Balagtas,True,5.555555555555555
701,Loot,GlennThomas Cruz,True,5.555555555555555
702,The Undeclared War,Simon Pegg,True,11.11111111111111
703,The Undeclared War,Maisie Richardson-Sellers,True,11.11111111111111
704,The Undeclared War,Hannah Khalique-Brown,True,11.11111111111111
705,The Undeclared War,Edward Holcroft,True,11.11111111111111
706,The Undeclared War,Adrian Lester,True,11.11111111111111
707,The Undeclared War,Tom McKay,True,11.11111111111111
708,The Undeclared War,Joss Porter,True,11.11111111111111
709,The Undeclared War,Charlie J. Tinson,True,11.11111111111111
710,The Undeclared War,Mark Rylance,"['https://en.wikipedia.org/wiki/Susannah_Waters', 'https://en.wikipedia.org/w/index.php?title=Jonathan_Waters&action=edit&redlink=1', 'https://en.wikipedia.org/wiki/Juliet_Rylance']",11.11111111111111
711,The Undeclared War,Alex Jennings,True,11.11111111111111
712,The Undeclared War,German Segal,True,11.11111111111111
713,The Undeclared War,Tinatin Dalakishvili,True,11.11111111111111
714,The Undeclared War,Hattie Morahan,"['https://en.wikipedia.org/wiki/Christopher_Morahan', 'https://en.wikipedia.org/wiki/Anna_Carteret']",11.11111111111111
715,The Undeclared War,Andrew Rothney,True,11.11111111111111
716,The Undeclared War,Irena Tyshyna,True,11.11111111111111
717,The Undeclared War,Jamie Muscato,True,11.11111111111111
718,The Undeclared War,Alfie Friedman,True,11.11111111111111
719,The Undeclared War,Gavi Singh Chera,True,11.11111111111111
720,Friends,Jennifer Aniston,"['https://en.wikipedia.org/wiki/John_Aniston', 'https://en.wikipedia.org/wiki/Nancy_Dow']",16.666666666666664
721,Friends,Courteney Cox,True,16.666666666666664
722,Friends,Lisa Kudrow,True,16.666666666666664
723,Friends,Matt LeBlanc,True,16.666666666666664
724,Friends,Matthew Perry,['https://en.wikipedia.org/wiki/John_Bennett_Perry'],16.666666666666664
725,Friends,David Schwimmer,True,16.666666666666664
726,Friends,James Michael Tyler,True,16.666666666666664
727,Friends,Elliott Gould,True,16.666666666666664
728,Friends,Christina Pickles,True,16.666666666666664
729,Friends,Maggie Wheeler,True,16.666666666666664
730,Friends,Paul Rudd,True,16.666666666666664
731,Friends,Jane Sibbett,True,16.666666666666664
732,Friends,Helen Baxendale,True,16.666666666666664
733,Friends,Jessica Hecht,True,16.666666666666664
734,Friends,June Gable,True,16.666666666666664
735,Friends,Tom Selleck,True,16.666666666666664
736,Friends,Aisha Tyler,True,16.666666666666664
737,Friends,Giovanni Ribisi,['https://en.wikipedia.org/wiki/Marissa_Ribisi'],16.666666666666664
738,The Mandalorian,Pedro Pascal,['https://en.wikipedia.org/wiki/Lux_Pascal'],22.22222222222222
739,The Mandalorian,Carl Weathers,True,22.22222222222222
740,The Mandalorian,Giancarlo Esposito,True,22.22222222222222
741,The Mandalorian,Barry Lowin,True,22.22222222222222
742,The Mandalorian,Gina Carano,True,22.22222222222222
743,The Mandalorian,Chris Bartlett,True,22.22222222222222
744,The Mandalorian,Leilani Shiu,True,22.22222222222222
745,The Mandalorian,Misty Rosas,True,22.22222222222222
746,The Mandalorian,Omid Abtahi,True,22.22222222222222
747,The Mandalorian,Temuera Morrison,"['https://en.wikipedia.org/wiki/Taini_Morrison', 'https://en.wikipedia.org/wiki/Howard_Morrison', 'https://en.wikipedia.org/wiki/Atareta_Maxwell', 'https://en.wikipedia.org/wiki/Michael_Ashton']",22.22222222222222
748,The Mandalorian,Ming-Na Wen,True,22.22222222222222
749,The Mandalorian,Katy M. O'Brian,True,22.22222222222222
750,The Mandalorian,Rio Hackford,"['https://en.wikipedia.org/wiki/Taylor_Hackford', 'https://en.wikipedia.org/wiki/Lynne_Littman', 'https://en.wikipedia.org/wiki/Helen_Mirren']",22.22222222222222
751,The Mandalorian,Amy Sedaris,['https://en.wikipedia.org/wiki/David_Sedaris'],22.22222222222222
752,The Mandalorian,Emily Swallow,True,22.22222222222222
753,The Mandalorian,Nick Nolte,True,22.22222222222222
754,The Mandalorian,Werner Herzog,True,22.22222222222222
755,The Mandalorian,Taika Waititi,True,22.22222222222222
756,Ted Lasso,Jason Sudeikis,"['https://en.wikipedia.org/wiki/Tom_Howard_(photographer)', 'https://en.wikipedia.org/wiki/George_Wendt']",11.11111111111111
757,Ted Lasso,Brett Goldstein,True,11.11111111111111
758,Ted Lasso,Brendan Hunt,True,11.11111111111111
759,Ted Lasso,Nick Mohammed,True,11.11111111111111
760,Ted Lasso,Hannah Waddingham,True,11.11111111111111
761,Ted Lasso,Jeremy Swift,True,11.11111111111111
762,Ted Lasso,Phil Dunster,True,11.11111111111111
763,Ted Lasso,Juno Temple,['https://en.wikipedia.org/wiki/Julien_Temple'],11.11111111111111
764,Ted Lasso,Toheeb Jimoh,True,11.11111111111111
765,Ted Lasso,Kola Bokinni,True,11.11111111111111
766,Ted Lasso,Billy Harris,True,11.11111111111111
767,Ted Lasso,Stephen Manas,True,11.11111111111111
768,Ted Lasso,Cristo Fernández,True,11.11111111111111
769,Ted Lasso,Moe Jeudy-Lamour,True,11.11111111111111
770,Ted Lasso,Annette Badland,True,11.11111111111111
771,Ted Lasso,Adam Colborne,True,11.11111111111111
772,Ted Lasso,Bronson Webb,True,11.11111111111111
773,Ted Lasso,Kevin Garry,True,11.11111111111111
774,1883,Sam Elliott,True,5.555555555555555
775,1883,Tim McGraw,['https://en.wikipedia.org/wiki/Tug_McGraw'],5.555555555555555
776,1883,Faith Hill,True,5.555555555555555
777,1883,Isabel May,True,5.555555555555555
778,1883,LaMonica Garrett,True,5.555555555555555
779,1883,Marc Rissmann,True,5.555555555555555
780,1883,Audie Rick,True,5.555555555555555
781,1883,James Landry Hébert,True,5.555555555555555
782,1883,Gratiela Brancusi,True,5.555555555555555
783,1883,Anna Fiamora,True,5.555555555555555
784,1883,Malcolm Stephenson,True,5.555555555555555
785,1883,Amanda Jaros,True,5.555555555555555
786,1883,Jordan Walker Ross,True,5.555555555555555
787,1883,Konstantin Melikhov,True,5.555555555555555
788,1883,Eric Nelsen,True,5.555555555555555
789,1883,Noah Le Gros,True,5.555555555555555
790,1883,Josef Bette,True,5.555555555555555
791,1883,Eric Bear,True,5.555555555555555
792,"Love, Death & Robots",Fred Tatasciore,True,
793,"Love, Death & Robots",Scott Whyte,True,
794,"Love, Death & Robots",Nolan North,True,
795,"Love, Death & Robots",Noshir Dalal,True,
796,"Love, Death & Robots",Josh Brener,True,
797,"Love, Death & Robots",Steven Pacey,True,
798,"Love, Death & Robots",Gary Anthony Williams,True,
799,"Love, Death & Robots",Emily O'Brien,True,
800,"Love, Death & Robots",Matthew Yang King,True,
801,"Love, Death & Robots",Michelle C. Bonilla,True,
802,"Love, Death & Robots",Chris Parnell,True,
803,"Love, Death & Robots",Stanton Lee,True,
804,"Love, Death & Robots",Chris Cox,True,
805,"Love, Death & Robots",Time Winters,True,
806,"Love, Death & Robots",Ike Amadi,True,
807,"Love, Death & Robots",Elodie Yung,True,
808,"Love, Death & Robots",Jeff Schine,True,
809,"Love, Death & Robots",Piotr Michael,True,
810,The Staircase,Colin Firth,"['https://en.wikipedia.org/wiki/Kate_Firth', 'https://en.wikipedia.org/wiki/Jonathan_Firth']",16.666666666666664
811,The Staircase,Toni Collette,True,16.666666666666664
812,The Staircase,Michael Stuhlbarg,True,16.666666666666664
813,The Staircase,Patrick Schwarzenegger,"['https://en.wikipedia.org/wiki/Arnold_Schwarzenegger', 'https://en.wikipedia.org/wiki/Maria_Shriver']",16.666666666666664
814,The Staircase,Sophie Turner,['https://en.wikipedia.org/wiki/Category:Jonas_family'],16.666666666666664
815,The Staircase,Odessa Young,True,16.666666666666664
816,The Staircase,Dane DeHaan,True,16.666666666666664
817,The Staircase,Tim Guinee,True,16.666666666666664
818,The Staircase,Vincent Vermignon,True,16.666666666666664
819,The Staircase,Juliette Binoche,True,16.666666666666664
820,The Staircase,Olivia DeJonge,True,16.666666666666664
821,The Staircase,Rosemarie DeWitt,True,16.666666666666664
822,The Staircase,Parker Posey,True,16.666666666666664
823,The Staircase,Maria Dizzia,True,16.666666666666664
824,The Staircase,Justice Leak,True,16.666666666666664
825,The Staircase,Robert Crayton,True,16.666666666666664
826,The Staircase,Cory Scott Allen,True,16.666666666666664
827,The Staircase,Hannah Pniewski,True,16.666666666666664
828,Shameless,Emmy Rossum,True,5.555555555555555
829,Shameless,William H. Macy,True,5.555555555555555
830,Shameless,Ethan Cutkosky,True,5.555555555555555
831,Shameless,Jeremy Allen White,True,5.555555555555555
832,Shameless,Shanola Hampton,True,5.555555555555555
833,Shameless,Steve Howey,True,5.555555555555555
834,Shameless,Emma Kenney,True,5.555555555555555
835,Shameless,Cameron Monaghan,True,5.555555555555555
836,Shameless,Michael Patrick McGill,True,5.555555555555555
837,Shameless,Noel Fisher,True,5.555555555555555
838,Shameless,Jim Hoffmaster,True,5.555555555555555
839,Shameless,Brenden Sims,True,5.555555555555555
840,Shameless,Isidora Goreshter,True,5.555555555555555
841,Shameless,Christian Isaiah,True,5.555555555555555
842,Shameless,Joan Cusack,['https://en.wikipedia.org/wiki/Dick_Cusack'],5.555555555555555
843,Shameless,Justin Chatwin,True,5.555555555555555
844,Shameless,Scott Michael Campbell,True,5.555555555555555
845,Shameless,Kate Miner,True,5.555555555555555
846,Under the Banner of Heaven,Andrew Garfield,True,22.22222222222222
847,Under the Banner of Heaven,Sam Worthington,True,22.22222222222222
848,Under the Banner of Heaven,Daisy Edgar-Jones,True,22.22222222222222
849,Under the Banner of Heaven,Denise Gough,['https://en.wikipedia.org/wiki/Kelly_Gough'],22.22222222222222
